,Data_ped,Data_env,Modo de envio,Nome do cliente,Cidade,ID do produto,Categoria,Subcategoria,Nome do produto,Vendas,ano,mes,dia
6877,2016-10-15,2016-10-15,Same Day,Claire Gute,Dallas,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",131.376,2016,October,15
6878,2016-10-15,2016-10-15,Same Day,Claire Gute,Dallas,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,5.343999999999999,2016,October,15
6879,2016-12-01,2016-12-05,Second Class,Tamara Willingham,Seattle,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2003.92,2016,December,1
6880,2016-12-01,2016-12-05,Second Class,Tamara Willingham,Seattle,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,32.4,2016,December,1
6881,2016-12-01,2016-12-05,Second Class,Tamara Willingham,Seattle,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,1913.4,2016,December,1
6882,2016-12-01,2016-12-05,Second Class,Tamara Willingham,Seattle,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,146.73,2016,December,1
6883,2016-12-01,2016-12-05,Second Class,Tamara Willingham,Seattle,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",114.2,2016,December,1
6884,2016-05-31,2016-06-04,Standard Class,Bill Donatelli,Minneapolis,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,2567.84,2016,May,31
6885,2018-09-10,2018-09-17,Standard Class,Helen Abelman,Springfield,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,37.056,2018,September,10
6886,2018-09-10,2018-09-17,Standard Class,Helen Abelman,Springfield,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,259.89599999999996,2018,September,10
6887,2018-04-25,2018-05-02,Standard Class,Lauren Leatherbury,Los Angeles,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,2018,April,25
6888,2018-04-25,2018-05-02,Standard Class,Lauren Leatherbury,Los Angeles,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,73.344,2018,April,25
6889,2018-09-18,2018-09-22,Standard Class,Saphhira Shifley,Columbus,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,95.68,2018,September,18
6890,2018-09-18,2018-09-22,Standard Class,Saphhira Shifley,Columbus,OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",50.96,2018,September,18
6891,2018-09-18,2018-09-22,Standard Class,Saphhira Shifley,Columbus,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",113.94,2018,September,18
6892,2018-09-18,2018-09-22,Standard Class,Saphhira Shifley,Columbus,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,25.92,2018,September,18
6893,2018-09-18,2018-09-22,Standard Class,Saphhira Shifley,Columbus,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",20.32,2018,September,18
6894,2018-09-18,2018-09-22,Standard Class,Saphhira Shifley,Columbus,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,411.98,2018,September,18
6895,2018-09-18,2018-09-22,Standard Class,Saphhira Shifley,Columbus,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",34.48,2018,September,18
6896,2018-09-18,2018-09-22,Standard Class,Saphhira Shifley,Columbus,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,244.55,2018,September,18
6897,2018-08-18,2018-08-25,Standard Class,Chloris Kastensmidt,Lakewood,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,10.782,2018,August,18
6898,2016-05-24,2016-05-26,Second Class,Vivek Sundaresam,Naperville,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",602.651,2016,May,24
6899,2016-05-24,2016-05-26,Second Class,Vivek Sundaresam,Naperville,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656000000000001,2016,May,24
6900,2016-09-07,2016-09-11,Standard Class,Tanja Norvell,New York City,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,559.93,2016,September,7
6901,2018-07-24,2018-07-24,Same Day,Harold Ryan,Huntington Beach,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2399.96,2018,July,24
6902,2018-09-02,2018-09-08,Standard Class,Jill Stevenson,Chicago,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,16.0,2018,September,2
6903,2018-09-02,2018-09-08,Standard Class,Jill Stevenson,Chicago,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,5.587999999999999,2018,September,2
6904,2018-09-02,2018-09-08,Standard Class,Jill Stevenson,Chicago,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",235.92,2018,September,2
6905,2018-12-06,2018-12-08,Second Class,Brad Norvell,Brentwood,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,10.68,2018,December,6
6906,2018-05-20,2018-05-20,Same Day,Allen Rosenblatt,Trenton,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",41.28,2018,May,20
6907,2017-09-27,2017-10-03,Standard Class,Shaun Weien,Seattle,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,2017,September,27
6908,2018-12-10,2018-12-15,Standard Class,Justin Ellison,North Charleston,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2018,December,10
6909,2015-09-13,2015-09-18,Second Class,Lena Hernandez,Columbus,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,2015,September,13
6910,2018-07-29,2018-08-02,Standard Class,Vivek Gonzalez,Seattle,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96,2018,July,29
6911,2018-08-01,2018-08-05,Second Class,Eric Murdock,San Francisco,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,2018,August,1
6912,2018-05-02,2018-05-05,Second Class,Elizabeth Moffitt,Los Angeles,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,2018,May,2
6913,2016-06-12,2016-06-16,Standard Class,Jonathan Howell,West Palm Beach,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,55.983999999999995,2016,June,12
6914,2015-12-22,2015-12-29,Standard Class,Nora Preis,Chicago,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,132.16,2015,December,22
6915,2015-12-22,2015-12-29,Standard Class,Nora Preis,Chicago,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,17.904,2015,December,22
6916,2015-12-22,2015-12-29,Standard Class,Nora Preis,Chicago,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,124.03200000000001,2015,December,22
6917,2015-12-16,2015-12-21,Standard Class,Stefanie Holloman,Sacramento,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,2015,December,16
6918,2017-04-16,2017-04-18,Second Class,Bryan Mills,Seattle,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,28.8,2017,April,16
6919,2016-05-21,2016-05-28,Standard Class,Henry Goldwyn,Philadelphia,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",24.588,2016,May,21
6920,2018-02-26,2018-03-02,Standard Class,Becky Martin,Santa Barbara,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,356.79,2018,February,26
6921,2018-04-04,2018-04-10,Standard Class,Penelope Sewall,New York City,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,16.98,2018,April,4
6922,2016-03-16,2016-03-19,Second Class,Maurice Satty,Auburn,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",491.55,2016,March,16
6923,2016-03-16,2016-03-19,Second Class,Maurice Satty,Auburn,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,7.38,2016,March,16
6924,2016-11-30,2016-12-04,Standard Class,Janet Lee,New York City,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,23.66,2016,November,30
6925,2016-11-30,2016-12-04,Standard Class,Janet Lee,New York City,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",681.408,2016,November,30
6926,2017-07-28,2017-08-03,Standard Class,Khloe Miller,Los Angeles,OFF-LA-10000305,Office Supplies,Labels,Avery 495,18.9,2017,July,28
6927,2017-06-23,2017-06-25,Second Class,Ruben Dartt,San Francisco,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,93.68,2017,June,23
6928,2017-06-23,2017-06-25,Second Class,Ruben Dartt,San Francisco,OFF-LA-10001934,Office Supplies,Labels,Avery 516,21.93,2017,June,23
6929,2017-06-23,2017-06-25,Second Class,Ruben Dartt,San Francisco,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,862.3439999999999,2017,June,23
6930,2017-06-23,2017-06-25,Second Class,Ruben Dartt,San Francisco,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,19.98,2017,June,23
6931,2015-07-14,2015-07-18,Standard Class,Shui Tom,Philadelphia,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,13.494000000000002,2015,July,14
6932,2015-07-14,2015-07-18,Standard Class,Shui Tom,Philadelphia,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,23.988000000000003,2015,July,14
6933,2015-07-14,2015-07-18,Standard Class,Shui Tom,Philadelphia,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,31.984,2015,July,14
6934,2015-07-14,2015-07-18,Standard Class,Shui Tom,Philadelphia,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",41.583999999999996,2015,July,14
6935,2018-11-30,2018-12-03,Second Class,Bart Pistole,El Paso,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,2018,November,30
6936,2017-09-02,2017-09-04,First Class,Tom Ashbrook,Chicago,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,2017,September,2
6937,2015-06-15,2015-06-15,Same Day,Pamela Stobb,El Paso,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,36.544000000000004,2015,June,15
6938,2017-11-05,2017-11-09,Standard Class,Nora Preis,Seattle,TEC-AC-10004420,Technology,Accessories,Cherry 142-key Programmable Keyboard,479.72,2017,November,5
6939,2018-06-26,2018-06-30,Standard Class,Scott Cohen,New York City,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,102.368,2018,June,26
6940,2018-06-26,2018-06-30,Standard Class,Scott Cohen,New York City,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,2018,June,26
6941,2018-06-26,2018-06-30,Standard Class,Scott Cohen,New York City,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",713.88,2018,June,26
6942,2018-06-26,2018-06-30,Standard Class,Scott Cohen,New York City,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,68.52,2018,June,26
6943,2016-07-25,2016-07-30,Standard Class,Russell D'Ascenzo,Los Angeles,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,2016,July,25
6944,2015-09-23,2015-09-27,Standard Class,Thea Hudgings,Newark,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,11.12,2015,September,23
6945,2017-09-30,2017-10-04,Standard Class,Greg Matthias,New York City,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",523.92,2017,September,30
6946,2016-11-09,2016-11-13,Standard Class,Jesus Ocampo,Roseville,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2.48,2016,November,9
6947,2016-04-25,2016-04-29,Standard Class,Zuschuss Carroll,Aurora,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,2016,April,25
6948,2016-04-25,2016-04-29,Standard Class,Zuschuss Carroll,Aurora,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058,2016,April,25
6949,2018-11-19,2018-11-19,Same Day,Anne Pryor,New York City,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",58.408,2018,November,19
6950,2018-11-19,2018-11-19,Same Day,Anne Pryor,New York City,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.97399999999999,2018,November,19
6951,2016-11-20,2016-11-24,Standard Class,Grace Kelly,Dallas,TEC-MA-10002790,Technology,Machines,NeatDesk Desktop Scanner & Digital Filing System,479.98800000000006,2016,November,20
6952,2016-10-02,2016-10-03,First Class,Henry MacAllister,Los Angeles,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,2016,October,2
6953,2016-10-02,2016-10-03,First Class,Henry MacAllister,Los Angeles,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568000000000005,2016,October,2
6954,2016-10-02,2016-10-03,First Class,Henry MacAllister,Los Angeles,TEC-PH-10000369,Technology,Phones,HTC One Mini,503.96,2016,October,2
6955,2016-04-25,2016-05-02,Standard Class,Linda Southworth,Los Angeles,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,21.34,2016,April,25
6956,2017-07-14,2017-07-19,Standard Class,Anemone Ratner,Columbus,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4,2017,July,14
6957,2017-07-14,2017-07-19,Standard Class,Anemone Ratner,Columbus,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,2017,July,14
6958,2016-09-27,2016-09-29,Second Class,Rick Huthwaite,San Francisco,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",15.51,2016,September,27
6959,2016-09-27,2016-09-29,Second Class,Rick Huthwaite,San Francisco,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,146.82,2016,September,27
6960,2016-09-27,2016-09-29,Second Class,Rick Huthwaite,San Francisco,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,12.96,2016,September,27
6961,2018-11-10,2018-11-10,Same Day,Thomas Brumley,Riverside,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,7.8,2018,November,10
6962,2017-07-16,2017-07-20,Second Class,Jonathan Doherty,Columbia,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,10.2,2017,July,16
6963,2017-07-16,2017-07-20,Second Class,Jonathan Doherty,Columbia,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",22.32,2017,July,16
6964,2017-07-16,2017-07-20,Second Class,Jonathan Doherty,Columbia,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,2017,July,16
6965,2017-07-16,2017-07-20,Second Class,Jonathan Doherty,Columbia,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,75.98,2017,July,16
6966,2017-07-16,2017-07-20,Second Class,Jonathan Doherty,Columbia,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.46,2017,July,16
6967,2017-07-16,2017-07-20,Second Class,Jonathan Doherty,Columbia,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),60.12,2017,July,16
6968,2016-10-16,2016-10-20,Second Class,Michael Paige,New York City,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,824.97,2016,October,16
6969,2017-01-10,2017-01-13,Second Class,Joy Bell-,Longview,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,2017,January,10
6970,2018-09-19,2018-09-25,Standard Class,Adrian Barton,Phoenix,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,2018,September,19
6971,2018-09-19,2018-09-25,Standard Class,Adrian Barton,Phoenix,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2018,September,19
6972,2018-09-19,2018-09-25,Standard Class,Adrian Barton,Phoenix,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,471.92,2018,September,19
6973,2018-09-19,2018-09-25,Standard Class,Adrian Barton,Phoenix,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,18.18,2018,September,19
6974,2018-09-15,2018-09-19,Standard Class,Charles Crestani,Houston,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2018,September,15
6975,2016-06-28,2016-07-02,Standard Class,Craig Yedwab,Gilbert,OFF-LA-10000443,Office Supplies,Labels,Avery 501,5.904,2016,June,28
6976,2016-06-28,2016-07-02,Standard Class,Craig Yedwab,Gilbert,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,621.76,2016,June,28
6977,2017-11-25,2017-11-28,First Class,Emily Phan,Jonesboro,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,59.98,2017,November,25
6978,2018-11-25,2018-11-29,Second Class,Delfina Latchford,Atlanta,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",48.87,2018,November,25
6979,2018-01-14,2018-01-19,Standard Class,Sean O'Donnell,Los Angeles,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,154.9,2018,January,14
6980,2015-11-07,2015-11-08,First Class,Bart Pistole,New York City,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,5.92,2015,November,7
6981,2015-11-07,2015-11-08,First Class,Bart Pistole,New York City,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,2015,November,7
6982,2017-09-01,2017-09-05,Standard Class,Joseph Airdo,Detroit,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,2017,September,1
6983,2017-09-01,2017-09-05,Standard Class,Joseph Airdo,Detroit,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,2017,September,1
6984,2017-09-01,2017-09-05,Standard Class,Joseph Airdo,Detroit,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,2017,September,1
6985,2017-09-01,2017-09-05,Standard Class,Joseph Airdo,Detroit,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,2017,September,1
6986,2017-09-01,2017-09-05,Standard Class,Joseph Airdo,Detroit,OFF-AR-10004999,Office Supplies,Art,Newell 315,11.96,2017,September,1
6987,2017-09-01,2017-09-05,Standard Class,Joseph Airdo,Detroit,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,2017,September,1
6988,2018-11-11,2018-11-16,Second Class,Brenda Bowman,Fort Lauderdale,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,2018,November,11
6989,2018-12-11,2018-12-13,First Class,Dennis Kane,Abilene,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,1.392,2018,December,11
6990,2016-11-08,2016-11-13,Second Class,Rob Haberlin,Hampton,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",44.43,2016,November,8
6991,2016-11-08,2016-11-13,Second Class,Rob Haberlin,Hampton,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,226.2,2016,November,8
6992,2016-11-08,2016-11-13,Second Class,Rob Haberlin,Hampton,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,2016,November,8
6993,2016-11-08,2016-11-13,Second Class,Rob Haberlin,Hampton,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",265.86,2016,November,8
6994,2016-11-08,2016-11-13,Second Class,Rob Haberlin,Hampton,OFF-AR-10000122,Office Supplies,Art,Newell 314,27.9,2016,November,8
6995,2016-11-19,2016-11-26,Standard Class,Aleksandra Gannaway,Las Vegas,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,31.08,2016,November,19
6996,2018-12-23,2018-12-25,Second Class,Jennifer Braxton,Rockford,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,13.84,2018,December,23
6997,2018-12-23,2018-12-25,Second Class,Jennifer Braxton,Rockford,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,175.872,2018,December,23
6998,2017-09-16,2017-09-22,Standard Class,Becky Castell,Laguna Niguel,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,12.96,2017,September,16
6999,2018-05-26,2018-05-29,First Class,Kimberly Carter,Louisville,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,208.44,2018,May,26
7000,2018-05-26,2018-05-29,First Class,Kimberly Carter,Louisville,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,25.76,2018,May,26
7001,2016-03-30,2016-04-03,Standard Class,Daniel Raglin,Normal,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,2016,March,30
7002,2015-08-19,2015-08-21,Second Class,David Wiener,Los Angeles,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.24,2015,August,19
7003,2015-08-19,2015-08-21,Second Class,David Wiener,Los Angeles,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2015,August,19
7004,2015-12-23,2015-12-28,Standard Class,Michelle Ellison,Port Arthur,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,5.184,2015,December,23
7005,2016-11-01,2016-11-05,Standard Class,Jeremy Farry,New York City,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,205.16400000000002,2016,November,1
7006,2015-12-15,2015-12-21,Standard Class,Sung Pak,Chicago,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2015,December,15
7007,2016-08-21,2016-08-25,Standard Class,Katherine Nockton,Springfield,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,2016,August,21
7008,2016-08-21,2016-08-25,Standard Class,Katherine Nockton,Springfield,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,598.4580000000001,2016,August,21
7009,2016-08-21,2016-08-25,Standard Class,Katherine Nockton,Springfield,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,25.984,2016,August,21
7010,2015-05-23,2015-05-27,Standard Class,Greg Tran,New York City,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,2015,May,23
7011,2015-05-23,2015-05-27,Standard Class,Greg Tran,New York City,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04,2015,May,23
7012,2015-05-23,2015-05-27,Standard Class,Greg Tran,New York City,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,2015,May,23
7013,2018-12-09,2018-12-11,Second Class,Daniel Byrd,Salinas,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148.257,2018,December,9
7014,2015-03-11,2015-03-13,Second Class,Filia McAdams,Richmond,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76,2015,March,11
7015,2015-03-11,2015-03-13,Second Class,Filia McAdams,Richmond,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,32.96,2015,March,11
7016,2015-03-11,2015-03-13,Second Class,Filia McAdams,Richmond,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,587.97,2015,March,11
7017,2015-03-11,2015-03-13,Second Class,Filia McAdams,Richmond,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,14.94,2015,March,11
7018,2017-06-23,2017-06-27,Second Class,Sally Matthias,New York City,OFF-LA-10003720,Office Supplies,Labels,Avery 487,25.83,2017,June,23
7019,2015-08-23,2015-08-27,Standard Class,Arthur Prichep,Denver,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,15.552,2015,August,23
7020,2015-08-23,2015-08-27,Standard Class,Arthur Prichep,Denver,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,6.8,2015,August,23
7021,2015-08-23,2015-08-27,Standard Class,Arthur Prichep,Denver,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,4.224,2015,August,23
7022,2015-08-23,2015-08-27,Standard Class,Arthur Prichep,Denver,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,143.64,2015,August,23
7023,2015-08-23,2015-08-27,Standard Class,Arthur Prichep,Denver,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,31.104,2015,August,23
7024,2015-08-23,2015-08-27,Standard Class,Arthur Prichep,Denver,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,223.05599999999998,2015,August,23
7025,2018-02-06,2018-02-12,Standard Class,Sibella Parks,New York City,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,227.46,2018,February,6
7026,2018-02-06,2018-02-12,Standard Class,Sibella Parks,New York City,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",46.24,2018,February,6
7027,2018-01-29,2018-02-05,Standard Class,Rob Dowd,New York City,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2018,January,29
7028,2017-12-20,2017-12-23,Second Class,Matt Collins,Fremont,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9,2017,December,20
7029,2017-11-11,2017-11-16,Standard Class,Edward Becker,New York City,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,28.14,2017,November,11
7030,2017-11-11,2017-11-16,Standard Class,Edward Becker,New York City,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.0,2017,November,11
7031,2017-11-11,2017-11-16,Standard Class,Edward Becker,New York City,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",92.94,2017,November,11
